ref_id,source_type,source_num,RA,DEC,W1mag,W2mag,W3mag,W4mag,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Jmag,Hmag,Kmag,W12,W23,W34,bp_rp_mag,JHmag,HKmag,RJ,KW1
1,WR,1,10.86829167,64.75983333,6.882,6.462,5.55,4.507,9.804916,10.214731,9.175707,8.206,7.857,7.48,0.42,0.912,1.043,1.039024,0.349,0.377,0.969707,0.598
2,WR,1,16.34595833,60.42191667,8.843,8.478,7.506,6.41,11.040009,11.183511,10.62924,10.036,9.783,9.445,0.365,0.972,1.096,0.554271,0.253,0.338,0.59324,0.602
3,WR,1,24.73175,58.15627778,9.64,9.392,8.718,8.105,10.576855,10.614077,10.436784,10.237,10.134,10.009,0.248,0.674,0.613,0.177293,0.103,0.125,0.199784,0.369
4,WR,1,40.298625,56.7305,7.703,7.35,6.595,5.845,9.692991,9.87946,9.372683,8.749,8.566,7.877,0.353,0.755,0.75,0.506777,0.183,0.689,0.623683,0.174
5,WR,1,43.04858333,56.93530556,7.402,7.036,6.287,5.508,10.067797,10.441797,9.511998,8.626,8.336,7.653,0.366,0.749,0.779,0.929799,0.29,0.683,0.885998,0.251
6,WR,1,103.5543333,-23.92833333,5.322,4.695,4.015,3.013,6.583162,6.560694,6.530957,6.353,6.226,5.893,0.627,0.68,1.002,0.029737,0.127,0.333,0.177957,0.571
7,WR,1,109.621375,-13.21708333,8.623,8.258,7.207,5.072,11.175659,11.428406,10.701514,9.97,9.674,9.271,0.365,1.051,2.135,0.726892,0.296,0.403,0.731514,0.648
8,WR,1,110.09325,-23.73266667,10.256,9.907,9.072,7.489,13.64244,14.276089,12.836024,11.651,11.251,10.881,0.349,0.835,1.583,1.440065,0.4,0.37,1.185024,0.625
9,WR,1,116.2425833,-31.90819444,7.532,7.193,6.447,5.474,9.924923,10.248883,9.41237,8.57,8.322,7.928,0.339,0.746,0.973,0.836513,0.248,0.394,0.84237,0.396
10,WR,1,116.46,-34.33013889,7.245,6.905,6.255,5.502,10.142432,10.706409,9.414267,8.452,8.11,7.545,0.34,0.65,0.753,1.292142,0.342,0.565,0.962267,0.3
11,WR,1,119.9426667,-28.73416667,9.129,8.876,8.176,7.53,10.948094,11.159689,10.551695,10.053,9.887,9.61,0.253,0.7,0.646,0.607994,0.166,0.277,0.498695,0.481
13,WR,1,131.1970417,-45.98205556,7.385,6.955,6.017,5.039,10.372577,10.832049,9.686457,8.616,8.26,7.869,0.43,0.938,0.978,1.145592,0.356,0.391,1.070457,0.484
14,WR,1,132.470625,-45.17333333,8.539,8.156,7.392,6.738,12.37661,13.102558,11.519347,10.135,9.635,8.864,0.383,0.764,0.654,1.583211,0.5,0.771,1.384347,0.325
15,WR,1,133.7465,-47.59238889,6.172,5.918,5.231,4.504,8.625519,8.888724,8.166307,7.486,7.245,6.612,0.254,0.687,0.727,0.722417,0.241,0.633,0.680307,0.44
16,WR,1,138.299,-50.10708333,6.19,5.783,5.136,4.315,10.157862,10.925758,9.274086,7.846,7.338,6.596,0.407,0.647,0.821,1.651672,0.508,0.742,1.428086,0.406
17,WR,1,148.720375,-57.72727778,5.838,5.362,4.718,3.732,8.064675,8.307647,7.597544,6.968,6.714,6.38,0.476,0.644,0.986,0.710103,0.254,0.334,0.629544,0.542
18,WR,1,152.6329167,-60.64511111,8.829,8.507,7.729,7.017,10.415188,10.454964,10.346739,9.926,9.736,9.167,0.322,0.778,0.712,0.108225,0.19,0.569,0.420739,0.338
19,WR,1,154.1092083,-57.46825,8.647,8.145,7.511,6.622,17.034834,20.11592,15.454089,11.733,10.38,9.526,0.502,0.634,0.889,4.661831,1.353,0.854,3.721089,0.879
20,WR,1,154.2594167,-57.913,7.021,6.645,5.578,3.793,10.344335,10.819028,9.651837,8.566,8.205,7.676,0.376,1.067,1.785,1.167191,0.361,0.529,1.085837,0.655
21,WR,1,154.52075,-58.27394444,8.176,7.633,5.789,4.639,12.381878,13.325118,11.39517,9.751,9.134,8.53,0.543,1.844,1.15,1.929948,0.617,0.604,1.64417,0.354
22,WR,1,154.7224167,-58.13136111,6.887,6.481,5.912,5.932,12.804586,14.421255,11.5564,9.075,8.132,7.499,0.406,0.569,-0.02,2.864855,0.943,0.633,2.4814,0.612
23,WR,1,154.826625,-59.16077778,9.439,9.061,8.209,7.326,13.534856,14.334154,12.621537,11,10.432,9.927,0.378,0.852,0.883,1.712617,0.568,0.505,1.621537,0.488
24,WR,1,155.8478333,-58.00577778,7.946,7.744,7.14,3.61,11.858233,12.83282,10.860474,9.28,8.734,8.385,0.202,0.604,3.53,1.972346,0.546,0.349,1.580474,0.439
26,WR,1,156.076625,-57.80825,6.584,5.726,2.404,-3.133,12.074918,13.585856,10.855443,8.653,7.797,7.18,0.858,3.322,5.537,2.730413,0.856,0.617,2.202443,0.596
27,WR,1,156.2608333,-57.36313889,8.67,8.447,8.487,7.102,14.832278,17.2929,13.422475,10.505,9.571,9.035,0.223,-0.04,1.385,3.870425,0.934,0.536,2.917475,0.365
28,WR,1,156.6308333,-58.64058333,7.646,7.416,6.734,5.835,9.497594,9.77383,9.020456,8.414,8.217,8.033,0.23,0.682,0.899,0.753374,0.197,0.184,0.606456,0.387
29,WR,1,156.485375,-57.81208333,7.423,7.199,6.136,3.565,11.677124,12.866863,10.585621,8.808,8.2,7.833,0.224,1.063,2.571,2.281242,0.608,0.367,1.777621,0.41
30,WR,1,160.3229167,-59.67688889,5.116,4.563,4.16,1.928,6.257005,6.345254,6.012454,5.705,5.578,5.389,0.553,0.403,2.232,0.3328,0.127,0.189,0.307454,0.273
31,WR,1,160.409625,-58.77186111,6.796,6.446,5.664,4.518,8.878115,9.070601,8.517963,7.889,7.602,7.055,0.35,0.782,1.146,0.552638,0.287,0.547,0.628963,0.259
32,WR,1,160.9676667,-60.11777778,5.622,5.166,4.753,2.98,6.370042,6.38042,6.253357,6.097,6.012,5.816,0.456,0.413,1.773,0.127063,0.085,0.196,0.156357,0.194
34,WR,1,161.1337917,-57.83997222,9.003,8.58,7.732,6.775,13.160983,13.74073,12.415005,10.838,10.272,9.675,0.423,0.848,0.957,1.325725,0.566,0.597,1.577005,0.672
35,WR,1,161.1585,-58.808,7.906,7.477,6.388,5.637,12.804269,13.942357,11.715327,9.88,9.171,8.295,0.429,1.089,0.751,2.22703,0.709,0.876,1.835327,0.389
36,WR,1,162.244625,-59.06036111,8.184,7.895,6.808,4.541,12.046984,12.847848,11.133367,9.711,9.161,8.733,0.289,1.087,2.267,1.714481,0.55,0.428,1.422367,0.549
37,WR,1,162.6928333,-60.47811111,8.744,8.498,7.968,7.421,11.909917,12.567914,11.094862,9.909,9.457,9.123,0.246,0.53,0.547,1.473052,0.452,0.334,1.185862,0.379
38,WR,1,162.7749583,-62.28377778,8.886,8.548,7.761,6.777,11.143689,11.396159,10.71957,10.055,9.763,9.21,0.338,0.787,0.984,0.676589,0.292,0.553,0.66457,0.324
39,WR,1,162.9120417,-60.94302778,9.164,9.015,8.495,7.033,12.382786,13.053951,11.559255,10.249,9.826,9.558,0.149,0.52,1.462,1.494696,0.423,0.268,1.310255,0.394
40,WR,1,163.4367083,-59.51294444,8.331,8.061,7.286,6.246,10.42039,10.618641,9.857481,9.172,8.962,8.688,0.27,0.775,1.04,0.76116,0.21,0.274,0.685481,0.357
41,WR,1,163.4982083,-60.44563889,5.567,4.785,4.08,-0.15,10.231263,11.109479,9.268552,7.323,6.719,6.097,0.782,0.705,4.23,1.840927,0.604,0.622,1.945552,0.53
42,WR,1,164.0482083,-60.45355556,4.49,3.746,1.931,-4.634,7.287992,7.619361,6.728363,5.42,5.084,4.531,0.744,1.815,6.565,0.890998,0.336,0.553,1.308363,0.041
43,WR,1,164.4285417,-60.56677778,8.937,8.539,6.927,4.705,14.043341,15.195359,12.933987,11.04,10.343,9.489,0.398,1.612,2.222,2.261372,0.697,0.854,1.893987,0.552
44,WR,1,164.9704583,-59.87872222,9.101,8.86,7.804,5.649,14.508279,15.373899,13.541537,11.717,11.042,10.229,0.241,1.056,2.155,1.832362,0.675,0.813,1.824537,1.128
45,WR,1,165.0029583,-57.81644444,9.555,9.208,8.486,7.906,11.467279,11.638011,11.168139,10.62,10.348,9.693,0.347,0.722,0.58,0.469872,0.272,0.655,0.548139,0.138
46,WR,1,165.026875,-61.44169444,9.358,8.944,7.732,3.772,13.649047,14.387918,12.73406,11.204,10.586,10.036,0.414,1.212,3.96,1.653858,0.618,0.55,1.53006,0.678
47,WR,1,165.091,-61.23122222,9.047,8.691,8.6,5.121,13.118345,13.861679,12.2287,10.701,10.087,9.616,0.356,0.091,3.479,1.632979,0.614,0.471,1.5277,0.569
48,WR,1,165.101375,-59.99322222,9.163,8.902,8.117,5.767,12.869318,13.722048,11.930087,10.467,9.975,9.649,0.261,0.785,2.35,1.791961,0.492,0.326,1.463087,0.486
50,WR,1,165.637375,-59.43913889,8.657,8.22,7.344,6.267,12.682219,13.360949,11.836919,10.398,9.906,9.4,0.437,0.876,1.077,1.52403,0.492,0.506,1.438919,0.743
51,WR,1,166.307875,-61.34475,8.901,8.447,7.7,6.798,14.118623,15.257557,13.027935,11.027,10.339,9.672,0.454,0.747,0.902,2.229622,0.688,0.667,2.000935,0.771
53,WR,1,166.4539583,-61.22813889,9.922,9.653,9.398,8.241,14.428031,15.365209,13.427975,11.533,11.213,10.705,0.269,0.255,1.157,1.937234,0.32,0.508,1.894975,0.783
55,WR,1,166.578,-61.23844444,7.376,7.086,6.463,5.521,12.589901,13.899854,11.420516,9.513,8.744,8.207,0.29,0.623,0.942,2.479338,0.769,0.537,1.907516,0.831
56,WR,1,166.5716667,-65.50980556,5.679,4.961,4.312,3.292,7.474549,7.626527,7.117663,6.622,6.407,6.107,0.718,0.649,1.02,0.508864,0.215,0.3,0.495663,0.428
57,WR,1,166.97525,-61.46133333,9.801,9.416,8.078,6.262,13.778546,14.482158,12.926685,11.525,10.983,10.12,0.385,1.338,1.816,1.555473,0.542,0.863,1.401685,0.319
58,WR,1,167.5169583,-60.97913889,6.865,6.564,5.926,5.336,7.931668,7.974803,7.781957,7.589,7.519,7.084,0.301,0.638,0.59,0.192846,0.07,0.435,0.192957,0.219
59,WR,1,168.0655417,-61.08466667,10.193,9.807,9.17,7.582,15.257169,16.59185,14.104915,12.083,11.312,10.814,0.386,0.637,1.588,2.486935,0.771,0.498,2.021915,0.621
60,WR,1,168.2650417,-62.23844444,9.086,8.634,7.428,5.86,14.792788,16.277174,13.589808,11.349,10.521,9.9,0.452,1.206,1.568,2.687366,0.828,0.621,2.240808,0.814
61,WR,1,168.506125,-61.06325,9.296,8.916,8.406,8.278,14.452949,15.805422,13.298084,11.149,10.468,9.899,0.38,0.51,0.128,2.507338,0.681,0.569,2.149084,0.603
62,WR,1,168.6609583,-61.18786111,8.229,7.843,4.474,-2.232,13.637642,14.964399,12.415052,10.2,9.518,8.909,0.386,3.369,6.706,2.549347,0.682,0.609,2.215052,0.68
67,WR,1,169.2409583,-59.43994444,9.848,9.554,8.89,8.235,12.538754,12.816494,12.039036,11.159,10.886,10.475,0.294,0.664,0.655,0.777458,0.273,0.411,0.880036,0.627
68,WR,1,169.6795417,-61.44327778,10.06,9.692,7.688,5.007,15.176208,16.40957,14.061355,12.068,11.341,10.819,0.368,2.004,2.681,2.348215,0.727,0.522,1.993355,0.759
70,WR,1,174.5211667,-62.26719444,8.853,8.463,7.764,7.045,13.22228,14.140424,12.238601,10.598,9.992,9.195,0.39,0.699,0.719,1.901823,0.606,0.797,1.640601,0.342
71,WR,1,175.6568333,-62.68866667,9.186,8.655,7.124,4.95,15.542231,17.553608,14.198484,11.496,10.54,9.813,0.531,1.531,2.174,3.355124,0.956,0.727,2.702484,0.627
72,WR,1,176.5276667,-62.78686111,10.015,9.659,9.031,8.775,15.436133,16.868713,14.24543,12.146,11.36,10.778,0.356,0.628,0.256,2.623283,0.786,0.582,2.09943,0.763
73,WR,1,176.5755833,-61.41152778,10.145,9.771,8.734,7.152,15.117532,16.388508,13.959651,11.904,11.236,10.734,0.374,1.037,1.582,2.428857,0.668,0.502,2.055651,0.589
74,WR,1,177.19175,-62.38405556,9.107,8.654,7.707,6.58,15.060673,16.579512,13.837975,11.45,10.609,9.918,0.453,0.947,1.127,2.741537,0.841,0.691,2.387975,0.811
75,WR,1,177.517625,-62.87094444,10.158,9.73,8.874,8.006,16.794983,18.870333,15.409999,12.573,11.575,10.94,0.428,0.856,0.868,3.460334,0.998,0.635,2.836999,0.782
76,WR,1,178.9670833,-62.75063889,9.268,8.863,8.134,7.346,15.50821,17.217098,14.223917,11.647,10.761,10.136,0.405,0.729,0.788,2.993181,0.886,0.625,2.576917,0.868
77,WR,1,179.01975,-62.73475,9.651,9.303,8.325,7.284,13.981825,14.92216,12.996449,11.354,10.789,10.322,0.348,0.978,1.041,1.925711,0.565,0.467,1.642449,0.671
78,WR,1,181.3279583,-62.05280556,9.545,9.247,8.464,7.311,10.728534,10.766579,10.572518,10.199,10.079,9.834,0.298,0.783,1.153,0.194061,0.12,0.245,0.373518,0.289
79,WR,1,181.7352917,-62.64177778,9.365,9.053,8.311,7.006,15.03754,16.590153,13.801076,11.547,10.818,10.222,0.312,0.742,1.305,2.789077,0.729,0.596,2.254076,0.857
80,WR,1,182.533125,-62.73872222,8.661,8.016,6.26,1.77,18.288464,21.466211,16.668282,12.753,11.082,9.741,0.645,1.756,4.49,4.797929,1.671,1.341,3.915282,1.08
81,WR,1,182.760625,-62.96322222,9.077,8.626,7.524,4.637,17.411972,20.4015,15.801644,12.017,10.702,9.845,0.451,1.102,2.887,4.599856,1.315,0.857,3.784644,0.768
82,WR,1,183.07,-62.77072222,9.046,8.59,7.683,5.736,17.489193,20.865452,15.892255,12.067,10.719,9.88,0.456,0.907,1.947,4.973197,1.348,0.839,3.825255,0.834
83,WR,1,183.25975,-63.70705556,10.28,9.927,9.215,8.474,14.861817,15.868959,13.822272,12.076,11.418,10.919,0.353,0.712,0.741,2.046687,0.658,0.499,1.746272,0.639
84,WR,1,183.3677917,-62.69527778,10.977,10.423,8.776,4.523,19.339767,21.794119,17.661722,14.052,12.666,11.533,0.554,1.647,4.253,4.132397,1.386,1.133,3.609722,0.556
85,WR,1,183.4115833,-63.14947222,8.447,8.048,6.803,4.005,14.59758,16.561857,13.2663,10.56,9.644,9.032,0.399,1.245,2.798,3.295557,0.916,0.612,2.7063,0.585
87,WR,1,183.632125,-62.98113889,5.656,6.007,5.511,3.211,15.869637,18.419275,13.769975,9.466,8.301,7.666,-0.351,0.496,2.3,4.6493,1.165,0.635,4.303975,2.01
90,WR,1,187.1745833,-63.42947222,10.407,9.969,7.67,5.75,16.936295,19.121979,15.545306,12.779,11.831,10.942,0.438,2.299,1.92,3.576673,0.948,0.889,2.766306,0.535
91,WR,1,187.2124167,-63.28336111,11.109,10.647,10.381,9.398,18.00283,20.338867,16.559507,13.561,12.552,11.837,0.462,0.266,0.983,3.77936,1.009,0.715,2.998507,0.728
92,WR,1,187.5160833,-62.83808333,10.525,10.069,8.365,6.13,17.84007,20.474987,16.306581,13.159,12.049,11.087,0.456,1.704,2.235,4.168406,1.11,0.962,3.147581,0.562
93,WR,1,189.578125,-63.40547222,10.137,9.584,8.683,7.811,17.858984,20.259842,16.163904,12.928,11.758,10.964,0.553,0.901,0.872,4.095938,1.17,0.794,3.235904,0.827
94,WR,1,190.9624583,-63.08744444,7.102,6.765,5.984,5.103,10.294653,10.929686,9.493859,8.316,7.916,7.549,0.337,0.781,0.881,1.435827,0.4,0.367,1.177859,0.447
95,WR,1,191.4635,-64.16055556,8.39,7.846,6.71,4.098,13.930864,15.458306,12.718223,10.439,9.68,9.058,0.544,1.136,2.612,2.740083,0.759,0.622,2.279223,0.668
96,WR,1,191.5672083,-62.95652778,9.855,9.435,8.529,7.099,16.461222,18.643902,15.080275,12.184,11.216,10.555,0.42,0.906,1.43,3.563627,0.968,0.661,2.896275,0.7
97,WR,1,192.0316667,-63.64438889,8.223,7.82,6.96,5.382,14.193965,16.201029,12.863788,10.288,9.436,8.837,0.403,0.86,1.578,3.337241,0.852,0.599,2.575788,0.614
98,WR,1,193.2319583,-63.77722222,9.036,8.66,8.057,6.538,14.198286,15.43078,13.09275,11.244,10.481,9.892,0.376,0.603,1.519,2.33803,0.763,0.589,1.84875,0.856
99,WR,1,193.9343333,-63.59725,9.58,9.213,8.331,6.446,17.745888,20.902428,16.164843,12.483,11.12,10.22,0.367,0.882,1.885,4.737585,1.363,0.9,3.681843,0.64
100,WR,1,195.7960833,-63.70455556,10.368,9.992,9.222,7.474,18.25502,20.814013,16.42826,13.131,11.921,11.049,0.376,0.77,1.748,4.385753,1.21,0.872,3.29726,0.681
102,WR,1,197.02975,-65.30602778,5.093,4.881,4.803,4.167,5.589323,5.573068,5.557523,5.571,5.566,5.434,0.212,0.078,0.636,0.015545,0.005,0.132,-0.013477,0.341
103,WR,1,197.55025,-62.65183333,8.691,8.216,5.812,1.963,15.102818,17.276125,13.706079,11.055,10.091,9.315,0.475,2.404,3.849,3.570046,0.964,0.776,2.651079,0.624
104,WR,1,197.865375,-63.76663889,7.306,6.626,6.099,6.058,14.132972,15.482381,12.986432,10.99,9.78,8.578,0.68,0.527,0.041,2.495949,1.21,1.202,1.996432,1.272
105,WR,1,198.08875,-62.67013889,8.18,7.874,6.682,7.698,16.317924,18.919996,14.138557,10.752,9.571,8.773,0.306,1.192,-1.016,4.781439,1.181,0.798,3.386557,0.593
108,WR,1,198.188875,-63.09777778,9.212,8.631,8.89,8.035,19.420582,21.93462,17.700314,13.057,11.336,10.26,0.581,-0.259,0.855,4.234306,1.721,1.076,4.643314,1.048
110,WR,1,198.240375,-62.68330556,8.079,7.574,6.658,2.815,15.024842,17.416582,13.571455,10.825,9.83,8.981,0.505,0.916,3.843,3.845127,0.995,0.849,2.746455,0.902
111,WR,1,198.46375,-65.30247222,10.5,10.208,9.282,7.778,13.223188,13.630397,12.608176,11.891,11.568,11.209,0.292,0.926,1.504,1.022221,0.323,0.359,0.717176,0.709
112,WR,1,199.5042917,-62.43466667,8.493,8.215,7.365,4.979,11.524111,12.098149,10.767497,9.753,9.384,8.811,0.278,0.85,2.386,1.330652,0.369,0.573,1.014497,0.318
113,WR,1,199.5972917,-62.47255556,9.328,8.969,7.964,6.117,13.588581,14.578042,12.57965,10.896,10.328,9.888,0.359,1.005,1.847,1.998392,0.568,0.44,1.68365,0.56
116,WR,1,202.066125,-62.10655556,9.911,9.493,8.728,7.124,17.473118,20.645021,15.928733,12.525,11.4,10.683,0.418,0.765,1.604,4.716288,1.125,0.717,3.403733,0.772
117,WR,1,202.7218333,-62.08108333,5.637,4.65,4.516,4.218,10.265226,10.64028,9.681102,8.745,7.915,6.835,0.987,0.134,0.298,0.959178,0.83,1.08,0.936102,1.198
118,WR,1,203.18225,-65.02441667,9.562,9.224,8.384,7.341,12.335865,12.747328,11.70861,10.851,10.48,10.094,0.338,0.84,1.043,1.038718,0.371,0.386,0.85761,0.532
119,WR,1,203.3754167,-62.317,7.689,7.371,6.498,5.222,10.233151,10.593786,9.656582,8.774,8.489,8.005,0.318,0.873,1.276,0.937204,0.285,0.484,0.882582,0.316
120,WR,1,203.4390417,-64.12536111,9.872,9.612,9.322,8.364,13.176262,13.515879,12.619394,11.844,11.478,10.77,0.26,0.29,0.958,0.896485,0.366,0.708,0.775394,0.898
122,WR,1,205.818125,-67.40141667,7.286,6.812,6.158,5.726,9.527805,9.587978,9.355399,9.088,8.752,8.01,0.474,0.654,0.432,0.232579,0.336,0.742,0.267399,0.724
123,WR,1,207.268625,-65.69894444,9.754,9.434,8.557,7.304,12.531686,12.842128,12.017118,11.304,10.984,10.541,0.32,0.877,1.253,0.82501,0.32,0.443,0.713118,0.787
124,WR,1,207.385625,-61.52841667,5.612,4.643,4.548,4.256,12.023311,13.440922,10.849832,8.795,7.709,6.609,0.969,0.095,0.292,2.59109,1.086,1.1,2.054832,0.997
126,WR,1,208.5559583,-61.83386111,10.238,9.734,9.215,7.926,19.330256,22.012007,17.59002,13.603,12.066,10.864,0.504,0.519,1.289,4.421987,1.537,1.202,3.98702,0.626
127,WR,1,208.9518333,-61.16347222,7.156,6.729,5.962,4.901,11.437988,12.479162,10.388837,8.913,8.369,7.697,0.427,0.767,1.061,2.090325,0.544,0.672,1.475837,0.541
129,WR,1,215.346375,-60.30113889,8.93,8.465,7.04,4.982,16.94388,20.630194,15.329658,11.68,10.425,9.619,0.465,1.425,2.058,5.300536,1.255,0.806,3.649658,0.689
130,WR,1,213.1522083,-61.75911111,8.162,7.402,6.912,5.712,20.302973,21.771996,18.297956,13.58,11.332,9.713,0.76,0.49,1.2,3.47404,2.248,1.619,4.717956,1.551
131,WR,1,213.264625,-65.448,9.834,9.52,8.712,7.659,12.015092,12.256689,11.57489,10.958,10.666,10.351,0.314,0.808,1.053,0.681799,0.292,0.315,0.61689,0.517
133,WR,1,217.7755417,-61.34991667,6.912,6.59,5.888,5.031,12.376042,13.806676,11.195938,9.108,8.347,7.752,0.322,0.702,0.857,2.610738,0.761,0.595,2.087938,0.84
134,WR,1,218.1570417,-61.49838889,8.742,8.498,8.121,7.309,12.205279,13.215109,11.202055,9.793,9.363,9.063,0.244,0.377,0.812,2.013054,0.43,0.3,1.409055,0.321
135,WR,1,221.6701667,-61.11586111,10.366,10.026,9.189,7.94,15.213499,16.626617,14.047974,12.006,11.441,10.972,0.34,0.837,1.249,2.578643,0.565,0.469,2.041974,0.606
136,WR,1,222.7429583,-59.85741667,7.072,6.773,5.992,4.923,11.918641,12.534452,10.250988,8.595,8.07,7.637,0.299,0.781,1.069,2.283464,0.525,0.433,1.655988,0.565
137,WR,1,224.2299167,-55.84961111,10.686,10.352,10.104,9.006,14.29997,14.903437,13.508857,12.498,12.031,11.329,0.334,0.248,1.098,1.39458,0.467,0.702,1.010857,0.643
139,WR,1,228.42375,-59.19583333,5,4.103,4.198,4.04,12.163178,13.823442,10.903389,8.459,7.278,6.165,0.897,-0.095,0.158,2.920053,1.181,1.113,2.444389,1.165
140,WR,1,228.7404583,-59.84172222,7.725,7.335,6.584,5.771,11.140757,11.543457,10.093388,8.928,8.481,8.148,0.39,0.751,0.813,1.450069,0.447,0.333,1.165388,0.423
141,WR,1,228.8859167,-59.04186111,7.865,7.55,6.86,6.222,11.188971,11.831887,10.353836,9.278,8.858,8.452,0.315,0.69,0.638,1.478051,0.42,0.406,1.075836,0.587
142,WR,1,229.1539583,-58.16633333,8.398,8.219,7.506,3.695,13.420536,15.168077,12.146987,9.862,9.176,8.82,0.179,0.713,3.811,3.02109,0.686,0.356,2.284987,0.422
143,WR,1,229.442875,-57.94980556,7.703,7.375,6.768,5.769,15.443135,18.054201,13.648171,10.343,9.261,8.46,0.328,0.607,0.999,4.40603,1.082,0.801,3.305171,0.757
144,WR,1,229.5864583,-59.63816667,8.25,7.856,7.004,5.914,12.508653,13.484351,11.495204,9.898,9.385,8.749,0.394,0.852,1.09,1.989147,0.513,0.636,1.597204,0.499
145,WR,1,230.149625,-57.45333333,9.97,9.401,8.455,7.116,20.683687,21.874342,18.83052,13.883,12.146,11.057,0.569,0.946,1.339,3.043822,1.737,1.089,4.94752,1.087
146,WR,1,230.8191667,-57.73886111,7.972,7.697,7.115,6.276,12.643208,14.126894,11.44103,9.588,9.02,8.617,0.275,0.582,0.839,2.685864,0.568,0.403,1.85303,0.645
147,WR,1,231.0470833,-62.67711111,5.316,4.372,4.143,3.948,9.016378,9.285577,8.550229,7.955,7.278,6.403,0.944,0.229,0.195,0.735348,0.677,0.875,0.595229,1.087
149,WR,1,233.8605,-56.07011111,10.42,9.96,9.346,8.757,19.907148,21.596895,18.262907,13.841,12.386,11.457,0.46,0.614,0.589,3.333988,1.455,0.929,4.421907,1.037
150,WR,1,235.7694167,-55.18688889,8.496,8.136,7.56,6.71,15.317626,18.0267,13.817166,10.96,9.936,9.056,0.36,0.576,0.85,4.209534,1.024,0.88,2.857166,0.56
152,WR,1,237.1754167,-55.13175,7.451,6.59,6.488,5.447,16.510155,20.223806,14.880927,11.185,9.708,8.49,0.861,0.102,1.041,5.342879,1.477,1.218,3.695927,1.039
153,WR,1,239.8553333,-54.21188889,8.789,8.464,8.049,7.45,14.377344,16.064955,13.125524,10.935,10.242,9.759,0.325,0.415,0.599,2.939431,0.693,0.483,2.190524,0.97
154,WR,1,239.9862917,-51.99166667,7.732,7.227,6.459,4.727,16.817368,20.686949,15.112214,10.875,9.523,8.659,0.505,0.768,1.732,5.574735,1.352,0.864,4.237214,0.927
155,WR,1,240.9555417,-62.69336111,8.618,8.335,7.5,6.687,9.9238,9.974448,9.736613,9.48,9.306,9.088,0.283,0.835,0.813,0.237835,0.174,0.218,0.256613,0.47
156,WR,1,242.9135833,-52.09608333,7.914,7.459,6.328,2.214,14.239495,16.7279,12.821233,10.161,9.251,8.464,0.455,1.131,4.114,3.906667,0.91,0.787,2.660233,0.55
157,WR,1,242.9320833,-51.17130556,7.383,6.897,5.993,4.322,16.370396,20.54438,14.291114,10.259,8.973,8.097,0.486,0.904,1.671,6.253266,1.286,0.876,4.032114,0.714
158,WR,1,243.156125,-46.62691667,6.129,5.236,4.894,4.761,13.563568,14.753826,12.465295,10.318,8.793,7.468,0.893,0.342,0.133,2.288531,1.525,1.325,2.147295,1.339
160,WR,1,244.0574583,-51.61161111,8.214,7.834,7.714,4.931,12.576715,13.723268,11.505713,9.727,9.224,8.798,0.38,0.12,2.783,2.217555,0.503,0.426,1.778713,0.584
161,WR,1,246.10925,-51.53502778,7.109,6.748,5.934,4.854,10.436011,10.951102,9.723815,8.601,8.244,7.837,0.361,0.814,1.08,1.227287,0.357,0.407,1.122815,0.728
162,WR,1,246.2452917,-48.94791667,9.7,9.246,8.086,5.777,19.286453,22.36596,17.527784,13.282,11.764,10.731,0.454,1.16,2.309,4.838176,1.518,1.033,4.245784,1.031
163,WR,1,246.655125,-50.32305556,7.818,7.385,6.677,5.642,13.589657,15.423603,12.276728,9.963,9.183,8.5,0.433,0.708,1.035,3.146875,0.78,0.683,2.313728,0.682
164,WR,1,246.5839167,-45.99605556,8.141,7.466,6.916,6.8,15.222723,16.51493,14.090091,12.027,10.732,9.459,0.675,0.55,0.116,2.424839,1.295,1.273,2.063091,1.318
165,WR,1,247.0717917,-48.29466667,7.765,7.372,6.717,5.905,13.549913,15.644245,12.130233,9.763,8.997,8.364,0.393,0.655,0.812,3.514012,0.766,0.633,2.367233,0.599
170,WR,1,248.5149167,-43.67358333,10.009,9.584,8.451,6.983,14.181843,15.337548,13.120281,11.625,11.123,10.522,0.425,1.133,1.468,2.217267,0.502,0.601,1.495281,0.513
171,WR,1,248.5726667,-46.14808333,8.033,7.547,7.096,6.907,14.230166,16.150944,12.922993,10.677,9.883,9.118,0.486,0.451,0.189,3.227951,0.794,0.765,2.245993,1.085
174,WR,1,250.3302083,-48.03311111,7.572,7.089,6.436,5.671,12.342471,13.335449,11.322433,9.862,9.268,8.533,0.483,0.653,0.765,2.013016,0.594,0.735,1.460433,0.961
175,WR,1,251.0445,-45.40683333,7.551,7.039,6.032,3.534,14.776817,17.734465,13.268752,10.062,9.002,8.291,0.512,1.007,2.498,4.465713,1.06,0.711,3.206752,0.74
176,WR,1,251.6928333,-45.79952778,5.219,3.805,3.83,3.18,14.96016,18.010864,13.453054,10.04,8.214,6.725,1.414,-0.025,0.65,4.55781,1.826,1.489,3.413054,1.506
177,WR,1,251.7225833,-45.59972222,7.913,7.389,7.016,5.811,16.13444,19.944006,14.502866,10.751,9.525,8.729,0.524,0.373,1.205,5.44114,1.226,0.796,3.751866,0.816
